time_s,ai_v,ai1_v,selected_signal_v,di,di0,di1,potentiometer,proximity,switch,limit_ok
8.1,1.995,1.529,0.0,0,0,0,1.0,0,0,True
8.2,1.993,1.529,0.0,0,0,0,1.0,0,0,True
8.3,1.993,1.529,0.0,0,0,0,1.0,0,0,True
8.4,1.996,1.529,0.0,0,0,0,1.0,0,0,True
8.5,1.993,1.53,1.0,1,0,1,1.0,0,1,True
8.6,1.993,1.53,1.0,1,0,1,1.0,0,1,True
8.7,1.993,1.53,0.0,0,0,0,1.0,0,0,True
8.8,1.993,1.529,0.0,0,0,0,1.0,0,0,True
8.9,1.994,1.529,1.0,1,0,1,1.0,0,1,True
9.0,1.995,1.529,1.0,1,0,1,1.0,0,1,True
9.1,1.996,1.527,0.0,0,0,0,1.0,0,0,True
9.2,1.995,1.529,0.0,0,0,0,1.0,0,0,True
9.3,1.993,1.53,0.0,0,0,0,1.0,0,0,True
9.4,1.995,1.529,1.0,1,0,1,1.0,0,1,True
9.5,1.993,1.529,1.0,1,0,1,1.0,0,1,True
9.6,1.995,1.53,1.0,1,0,1,1.0,0,1,True
9.7,1.993,1.529,1.0,1,0,1,1.0,0,1,True
9.8,1.993,1.529,1.0,1,0,1,1.0,0,1,True
9.9,1.993,1.529,0.0,0,0,0,1.0,0,0,True
10.0,1.994,1.529,0.0,0,0,0,1.0,0,0,True
10.1,1.995,1.529,0.0,0,0,0,1.0,0,0,True
10.2,1.995,1.528,0.0,0,0,0,1.0,0,0,True
10.3,1.993,1.529,1.0,1,0,1,1.0,0,1,True
10.4,1.993,1.528,1.0,1,0,1,1.0,0,1,True
10.5,1.992,1.529,1.0,1,0,1,1.0,0,1,True
10.6,1.993,1.53,0.0,0,0,0,1.0,0,0,True
10.7,1.995,1.527,0.0,0,0,0,1.0,0,0,True
