time_s,ai_v,ai1_v,selected_signal_v,di,di0,di1,potentiometer,proximity,switch,limit_ok
15.8,-5.583947542291991,,-5.583947542291991,1,,,0.22080262288540045,0,1,False
15.81,-5.469138231831696,,-5.469138231831696,1,,,0.2265430884084152,0,1,False
15.82,-5.101914742194937,,-5.101914742194937,1,,,0.24490426289025313,0,1,False
15.83,-4.823756114454999,,-4.823756114454999,1,,,0.25881219427725005,0,1,False
15.84,-4.565875544391799,,-4.565875544391799,1,,,0.27170622278041,0,1,False
15.85,-3.8952616315041957,,-3.8952616315041957,1,,,0.30523691842479017,0,1,True
15.86,-4.23973813262619,,-4.23973813262619,1,,,0.2880130933686905,0,1,False
15.87,-3.5363259393328192,,-3.5363259393328192,1,,,0.323183703033359,0,1,True
15.88,-3.169042437594414,,-3.169042437594414,1,,,0.3415478781202793,0,1,True
15.89,-2.531012321624297,,-2.531012321624297,1,,,0.3734493839187851,0,1,True
15.9,-2.992140787889576,,-2.992140787889576,1,,,0.3503929606055212,0,1,True
15.91,-2.6095323191305715,,-2.6095323191305715,1,,,0.3695233840434714,0,1,True
15.92,-1.73979107441157,,-1.73979107441157,1,,,0.41301044627942146,0,1,True
15.93,-1.9026854866844518,,-1.9026854866844518,1,,,0.40486572566577744,0,1,True
15.94,-1.5590408308993666,,-1.5590408308993666,1,,,0.4220479584550317,0,1,True
15.95,-1.4522314344547298,,-1.4522314344547298,1,,,0.42738842827726353,0,1,True
15.96,-0.9351557859760189,,-0.9351557859760189,1,,,0.4532422107011991,0,1,True
15.97,-0.3957971749419693,,-0.3957971749419693,1,,,0.48021014125290157,0,1,True
15.98,0.006463894703029105,,0.006463894703029105,1,,,0.5003231947351514,1,1,True
15.99,-0.23754510229424214,,-0.23754510229424214,1,,,0.48812274488528795,0,1,True
16.0,-0.4234489313165717,,-0.4234489313165717,0,,,0.47882755343417144,0,0,True
16.01,-0.1724824288179615,,-0.1724824288179615,0,,,0.4913758785591019,0,0,True
16.02,0.7510995691597946,,0.7510995691597946,1,,,0.5375549784579897,1,0,True
16.03,1.3010118944311801,,1.3010118944311801,1,,,0.565050594721559,1,0,True
16.04,1.3740125964297318,,1.3740125964297318,1,,,0.5687006298214866,1,0,True
16.05,1.2097191483907301,,1.2097191483907301,1,,,0.5604859574195366,1,0,True
16.06,1.7463091346923947,,1.7463091346923947,1,,,0.5873154567346197,1,0,True
16.07,2.445913969861466,,2.445913969861466,1,,,0.6222956984930732,1,0,True
