time_s,ai_v,di,potentiometer,proximity,switch,limit_ok
0.8,4.757428226027236,1,0.7378714113013618,1,0,False
0.81,5.091039714289218,1,0.7545519857144609,1,0,False
0.82,4.247914009138764,1,0.7123957004569382,1,0,False
0.83,4.363111335190645,1,0.7181555667595323,1,0,False
0.84,3.9430373512767543,1,0.6971518675638377,1,0,True
0.85,4.392368767030012,1,0.7196184383515006,1,0,False
0.86,4.108486196809355,1,0.7054243098404678,1,0,False
0.87,3.289545351348502,1,0.6644772675674251,1,0,True
0.88,3.6045069502344327,1,0.6802253475117216,1,0,True
0.89,2.9617552146531585,1,0.648087760732658,1,0,True
0.9,3.10844322645075,1,0.6554221613225375,1,0,True
0.91,1.9152304268005227,1,0.5957615213400261,1,0,True
0.92,2.7741192128110317,1,0.6387059606405516,1,0,True
0.93,2.2340185530784904,1,0.6117009276539245,1,0,True
0.94,1.6220897834653647,1,0.5811044891732682,1,0,True
0.95,1.627034245070852,1,0.5813517122535427,1,0,True
0.96,0.8586293670054306,1,0.5429314683502715,1,0,True
0.97,1.0261548787648007,1,0.5513077439382401,1,0,True
0.98,0.1238146131333192,1,0.506190730656666,1,0,True
0.99,0.45749054143202567,1,0.5228745270716013,1,0,True
1.0,-0.00573023434004983,1,0.49971348828299755,0,1,True
1.01,-0.028136318846073927,1,0.49859318405769637,0,1,True
1.02,-0.1689018917942493,1,0.49155490541028757,0,1,True
1.03,-0.9687865289135553,1,0.4515606735543223,0,1,True
1.04,-0.5304680420133706,1,0.47347659789933144,0,1,True
1.05,-1.3392668152306086,1,0.43303665923846957,0,1,True
1.06,-1.5176558288382536,1,0.42411720855808727,0,1,True
1.07,-1.8830874319804716,1,0.4058456284009765,0,1,True
1.08,-2.8063065866530192,1,0.35968467066734905,0,1,True
1.09,-2.7724288382840294,1,0.36137855808579855,0,1,True
1.1,-2.867143036494153,1,0.35664284817529235,0,1,True
1.11,-2.6558885818630995,1,0.367205570906845,0,1,True
1.12,-3.3231395592453135,1,0.3338430220377343,0,1,True
1.13,-3.1894975516525212,1,0.3405251224173739,0,1,True
1.14,-3.768569939114964,1,0.3115715030442518,0,1,True
1.15,-3.926465345526473,1,0.30367673272367635,0,1,True
1.16,-4.184206781622613,1,0.2907896609188693,0,1,False
1.17,-4.292827065816633,1,0.28535864670916833,0,1,False
1.18,-4.712479337268611,1,0.26437603313656943,0,1,False
1.19,-4.981206656276733,1,0.25093966718616334,0,1,False
1.2,-5.111453586701487,1,0.24442732066492562,0,1,False
1.21,-5.600901423685844,1,0.2199549288157078,0,1,False
1.22,-5.707492718266359,1,0.21462536408668206,0,1,False
1.23,-6.4306359635790145,1,0.17846820182104928,0,1,False
1.24,-6.140367943519697,1,0.19298160282401514,0,1,False
1.25,-6.678971633358995,1,0.16605141833205023,0,1,False
1.26,-6.341609405861796,1,0.18291952970691022,0,1,False
1.27,-6.544546956231626,1,0.1727726521884187,0,1,False
1.28,-7.492485391726817,1,0.12537573041365918,0,1,False
1.29,-6.985097684516533,1,0.15074511577417335,0,1,False
1.3,-7.482410503490134,1,0.1258794748254933,0,1,False
1.31,-7.9078012575328005,1,0.10460993712335998,0,1,False
1.32,-7.870270363162922,1,0.10648648184185391,0,1,False
1.33,-8.269622062307526,1,0.08651889688462369,0,1,False
1.34,-8.430806724901394,1,0.07845966375493027,0,1,False
1.35,-7.831336072884168,1,0.10843319635579159,0,1,False
1.36,-7.854843016083266,1,0.1072578491958367,0,1,False
1.37,-8.213906808727335,1,0.08930465956363323,0,1,False
1.38,-8.486223944213044,1,0.07568880278934778,0,1,False
1.39,-8.282804335398364,1,0.08585978323008181,0,1,False
1.4,-8.532904312456326,1,0.07335478437718371,0,1,False
1.41,-8.736919189865008,1,0.06315404050674962,0,1,False
1.42,-9.20029780766877,1,0.0399851096165615,0,1,False
1.43,-8.805212414338884,1,0.059739379283055796,0,1,False
1.44,-8.438741788620979,1,0.07806291056895107,0,1,False
1.45,-8.615175126810774,1,0.0692412436594613,0,1,False
1.46,-8.847880777057934,1,0.05760596114710328,0,1,False
1.47,-9.559492679028722,1,0.02202536604856391,0,1,False
1.48,-8.644590968661172,1,0.06777045156694142,0,1,False
1.49,-8.708064985437149,1,0.06459675072814255,0,1,False
1.5,-9.444796730864374,1,0.02776016345678132,0,1,False
1.51,-8.846270368673446,1,0.0576864815663277,0,1,False
1.52,-8.422203308501908,1,0.07888983457490459,0,1,False
1.53,-9.156225693346943,1,0.042188715332652824,0,1,False
1.54,-8.823836202901102,1,0.05880818985494489,0,1,False
1.55,-8.904167999034035,1,0.054791600048298236,0,1,False
1.56,-8.62881658184062,1,0.06855917090796897,0,1,False
1.57,-9.14669146098961,1,0.04266542695051952,0,1,False
1.58,-8.439586895433155,1,0.07802065522834223,0,1,False
1.59,-9.076913898995734,1,0.0461543050502133,0,1,False
1.6,-8.879360567696853,1,0.05603197161515734,0,1,False
1.61,-7.976349466755859,1,0.10118252666220706,0,1,False
1.62,-8.281885101804374,1,0.08590574490978131,0,1,False
1.63,-8.663744110908766,1,0.0668127944545617,0,1,False
1.64,-7.667848863583467,1,0.11660755682082664,0,1,False
1.65,-8.456618987970131,1,0.07716905060149344,0,1,False
1.66,-7.351589096754763,1,0.13242054516226184,0,1,False
1.67,-8.02896965321666,1,0.09855151733916703,0,1,False
1.68,-8.169881345932104,1,0.09150593270339477,0,1,False
1.69,-7.512972485062675,1,0.12435137574686625,0,1,False
1.7,-7.717622621848623,1,0.11411886890756887,0,1,False
1.71,-7.7066600509506396,1,0.11466699745246803,0,1,False
1.72,-6.9358798510809585,1,0.15320600744595209,0,1,False
1.73,-6.553498657914701,1,0.17232506710426496,0,1,False
1.74,-6.066963647006567,1,0.19665181764967166,0,1,False
1.75,-5.84204387004216,1,0.20789780649789197,0,1,False
