time_s,ai_v,ai1_v,selected_signal_v,di,di0,di1,potentiometer,proximity,switch,limit_ok
1.3,1.347,1.528,1.347,0,0,0,0.4081818181818182,0,0,True
1.4,1.345,1.529,1.345,0,0,0,0.4075757575757576,0,0,True
1.5,1.347,1.529,1.347,0,0,0,0.4081818181818182,0,0,True
1.6,1.35,1.527,1.35,0,0,0,0.4090909090909091,0,0,True
1.7,1.347,1.529,1.347,0,0,0,0.4081818181818182,0,0,True
1.8,1.347,1.528,1.347,0,0,0,0.4081818181818182,0,0,True
1.9,1.347,1.529,1.347,0,0,0,0.4081818181818182,0,0,True
2.0,1.387,1.527,1.387,0,0,0,0.42030303030303034,0,0,True
2.1,1.669,1.53,1.669,0,0,0,0.5057575757575759,0,0,True
2.2,2.111,1.53,2.111,0,0,0,0.6396969696969698,0,0,True
2.3,2.601,1.53,2.601,0,0,0,0.7881818181818182,0,0,False
2.4,3.049,1.529,3.049,0,0,0,0.923939393939394,0,0,False
2.5,3.3,1.53,3.3,0,0,0,1.0,0,0,False
2.6,3.3,1.531,3.3,0,0,0,1.0,0,0,False
2.7,3.173,1.53,3.173,0,0,0,0.9615151515151515,0,0,False
2.8,2.431,1.529,2.431,0,0,0,0.7366666666666667,0,0,False
2.9,1.882,1.529,1.882,0,0,0,0.5703030303030303,0,0,True
3.0,1.453,1.53,1.453,0,0,0,0.44030303030303036,0,0,True
3.1,1.113,1.529,1.113,0,0,0,0.3372727272727273,0,0,True
3.2,0.81,1.529,0.81,0,0,0,0.24545454545454548,0,0,True
3.3,0.579,1.53,0.579,0,0,0,0.17545454545454545,0,0,True
3.4,0.436,1.529,0.436,0,0,0,0.13212121212121214,0,0,True
3.5,0.539,1.529,0.539,0,0,0,0.16333333333333336,0,0,True
3.6,0.952,1.529,0.952,0,0,0,0.2884848484848485,0,0,True
3.7,1.501,1.529,1.501,0,0,0,0.45484848484848484,0,0,True
3.8,2.003,1.529,2.003,0,0,0,0.606969696969697,0,0,True
3.9,2.504,1.53,2.504,0,0,0,0.7587878787878788,0,0,False
4.0,2.947,1.532,2.947,0,0,0,0.8930303030303031,0,0,False
4.1,3.042,1.53,3.042,0,0,0,0.9218181818181818,0,0,False
4.2,2.955,1.53,2.955,0,0,0,0.8954545454545455,0,0,False
4.3,2.526,1.53,2.526,0,0,0,0.7654545454545454,0,0,False
4.4,1.986,1.529,1.986,0,0,0,0.6018181818181818,0,0,True
4.5,1.517,1.53,1.517,0,0,0,0.4596969696969697,0,0,True
4.6,1.094,1.529,1.094,0,0,0,0.33151515151515154,0,0,True
4.7,0.721,1.53,0.721,0,0,0,0.21848484848484848,0,0,True
4.8,0.426,1.527,0.426,0,0,0,0.1290909090909091,0,0,True
4.9,0.202,1.529,0.202,0,0,0,0.06121212121212122,0,0,True
5.0,0.086,1.528,0.086,0,0,0,0.02606060606060606,0,0,True
5.1,0.01,1.528,0.01,0,0,0,0.0030303030303030307,0,0,True
5.2,0.0,1.527,0.0,0,0,0,0.0,0,0,True
5.3,0.0,1.529,0.0,0,0,0,0.0,0,0,True
5.4,0.0,1.529,0.0,0,0,0,0.0,0,0,True
5.5,0.009,1.528,0.009,0,0,0,0.002727272727272727,0,0,True
5.6,0.189,1.529,0.189,0,0,0,0.057272727272727274,0,0,True
5.7,0.577,1.524,0.577,0,0,0,0.17484848484848484,0,0,True
5.8,1.066,1.527,1.066,0,0,0,0.32303030303030306,0,0,True
5.9,1.557,1.529,1.557,0,0,0,0.4718181818181818,0,0,True
6.0,1.928,1.529,1.928,0,0,0,0.5842424242424242,0,0,True
6.1,2.204,1.53,2.204,0,0,0,0.667878787878788,0,0,True
6.2,2.462,1.529,2.462,0,0,0,0.7460606060606062,0,0,False
