time_s,ai_v,ai1_v,selected_signal_v,di,di0,di1,potentiometer,proximity,switch,limit_ok
1.1,3.3,0.133,3.3,0,0,0,0.825,0,0,False
1.2,3.3,0.141,3.3,0,0,0,0.825,0,0,False
1.3,3.3,0.133,3.3,0,0,0,0.825,0,0,False
1.4,3.3,0.135,3.3,0,0,0,0.825,0,0,False
1.5,3.3,0.136,3.3,0,0,0,0.825,0,0,False
1.6,3.3,0.135,3.3,0,0,0,0.825,0,0,False
1.7,3.3,0.137,3.3,0,0,0,0.825,0,0,False
1.8,3.3,0.138,3.3,0,0,0,0.825,0,0,False
1.9,3.3,0.138,3.3,0,0,0,0.825,0,0,False
2.0,3.3,0.136,3.3,0,0,0,0.825,0,0,False
2.1,3.3,0.137,3.3,0,0,0,0.825,0,0,False
2.2,3.3,0.135,3.3,0,0,0,0.825,0,0,False
2.3,2.868,0.115,2.868,0,0,0,0.717,0,0,True
2.4,2.3,0.094,2.3,0,0,0,0.575,0,0,True
2.5,1.933,0.082,1.933,0,0,0,0.48325,0,0,True
2.6,1.631,0.07,1.631,0,0,0,0.40775,0,0,True
2.7,1.459,0.065,1.459,0,0,0,0.36475,0,0,True
2.8,1.517,0.067,1.517,0,0,0,0.37925,0,0,True
2.9,1.887,0.081,1.887,0,0,0,0.47175,0,0,True
3.0,2.401,0.097,2.401,0,0,0,0.60025,0,0,True
3.1,3.124,0.123,3.124,0,0,0,0.781,0,0,False
3.2,3.3,0.139,3.3,0,0,0,0.825,0,0,False
3.3,3.3,0.138,3.3,0,0,0,0.825,0,0,False
3.4,3.3,0.138,3.3,0,0,0,0.825,0,0,False
3.5,3.3,0.136,3.3,0,0,0,0.825,0,0,False
3.6,2.465,0.101,2.465,0,0,0,0.61625,0,0,True
3.7,1.853,0.08,1.853,0,0,0,0.46325,0,0,True
3.8,1.532,0.068,1.532,0,0,0,0.383,0,0,True
3.9,1.398,0.069,1.398,0,0,0,0.3495,0,0,True
4.0,1.604,0.07,1.604,0,0,0,0.401,0,0,True
4.1,2.186,0.093,2.186,0,0,0,0.5465,0,0,True
4.2,2.962,0.118,2.962,0,0,0,0.7405,0,0,True
4.3,3.3,0.138,3.3,0,0,0,0.825,0,0,False
4.4,3.3,0.139,3.3,0,0,0,0.825,0,0,False
4.5,3.3,0.138,3.3,0,0,0,0.825,0,0,False
4.6,3.3,0.138,3.3,0,0,0,0.825,0,0,False
4.7,2.499,0.1,2.499,0,0,0,0.62475,0,0,True
4.8,1.866,0.077,1.866,0,0,0,0.4665,0,0,True
4.9,1.503,0.068,1.503,0,0,0,0.37575,0,0,True
5.0,1.355,0.061,1.355,0,0,0,0.33875,0,0,True
5.1,1.338,0.062,1.338,0,0,0,0.3345,0,0,True
5.2,1.732,0.073,1.732,0,0,0,0.433,0,0,True
5.3,2.285,0.095,2.285,0,0,0,0.57125,0,0,True
5.4,2.982,0.119,2.982,0,0,0,0.7455,0,0,True
5.5,3.3,0.138,3.3,0,0,0,0.825,0,0,False
5.6,3.3,0.138,3.3,0,0,0,0.825,0,0,False
5.7,3.3,0.138,3.3,0,0,0,0.825,0,0,False
5.8,3.3,0.139,3.3,0,0,0,0.825,0,0,False
5.9,3.007,0.119,3.007,0,0,0,0.75175,0,0,False
6.0,2.267,0.094,2.267,0,0,0,0.56675,0,0,True
