time_s,ai_v,di,potentiometer,proximity,switch,limit_ok
18.3,7.736857970035208,1,0.8868428985017605,1,0,False
18.31,7.268980523232126,1,0.8634490261616063,1,0,False
18.32,7.1413795327631675,1,0.8570689766381584,1,0,False
18.33,8.130018392060272,1,0.9065009196030136,1,0,False
18.34,7.953207469478388,1,0.8976603734739192,1,0,False
18.35,7.538524350557079,1,0.8769262175278539,1,0,False
18.36,7.724713272554232,1,0.8862356636277117,1,0,False
18.37,7.744460573175154,1,0.8872230286587577,1,0,False
18.38,8.399111622292873,1,0.9199555811146436,1,0,False
18.39,8.37498030714231,1,0.9187490153571154,1,0,False
18.4,8.091772653249011,1,0.9045886326624505,1,0,False
18.41,8.550753492091674,1,0.9275376746045836,1,0,False
18.42,8.513486090563886,1,0.9256743045281943,1,0,False
18.43,9.064501449550255,1,0.9532250724775129,1,0,False
18.44,8.370722559963058,1,0.9185361279981528,1,0,False
18.45,8.638821713233542,1,0.931941085661677,1,0,False
18.46,8.720556629428742,1,0.9360278314714371,1,0,False
18.47,8.674449391144895,1,0.9337224695572448,1,0,False
18.48,9.246312782780826,1,0.9623156391390413,1,0,False
18.49,8.66351573938237,1,0.9331757869691184,1,0,False
18.5,8.802455765453438,1,0.9401227882726719,1,0,False
18.51,8.950209045549661,1,0.9475104522774831,1,0,False
18.52,8.886153024220674,1,0.9443076512110338,1,0,False
18.53,9.104085284138964,1,0.9552042642069483,1,0,False
18.54,8.54375155400208,1,0.927187577700104,1,0,False
18.55,9.218788421691718,1,0.960939421084586,1,0,False
18.56,9.349220630464746,1,0.9674610315232373,1,0,False
18.57,8.68867691777808,1,0.9344338458889041,1,0,False
18.58,8.120688343836395,1,0.9060344171918198,1,0,False
18.59,8.44260519183099,1,0.9221302595915496,1,0,False
18.6,8.683935375408726,1,0.9341967687704363,1,0,False
18.61,8.784626405980566,1,0.9392313202990283,1,0,False
18.62,8.164405950784063,1,0.9082202975392033,1,0,False
18.63,7.938625379442845,1,0.8969312689721424,1,0,False
18.64,8.333502303254715,1,0.9166751151627357,1,0,False
18.65,7.436152724475624,1,0.8718076362237813,1,0,False
18.66,8.402043109368677,1,0.9201021554684339,1,0,False
18.67,7.667788982471269,1,0.8833894491235634,1,0,False
18.68,7.374423234696949,1,0.8687211617348474,1,0,False
18.69,7.153118641853857,1,0.8576559320926929,1,0,False
18.7,7.327321686862941,1,0.8663660843431471,1,0,False
18.71,7.038957185043003,1,0.8519478592521501,1,0,False
18.72,6.811426938570504,1,0.8405713469285253,1,0,False
18.73,6.573702550572036,1,0.8286851275286018,1,0,False
18.74,7.0056095675739325,1,0.8502804783786967,1,0,False
18.75,6.892551760581299,1,0.8446275880290649,1,0,False
18.76,5.937193900475099,1,0.7968596950237549,1,0,False
18.77,6.373006159203552,1,0.8186503079601776,1,0,False
18.78,6.303200689856341,1,0.8151600344928169,1,0,False
18.79,5.612913222846214,1,0.7806456611423107,1,0,False
18.8,5.767930290151364,1,0.7883965145075682,1,0,False
18.81,5.244739864947385,1,0.7622369932473692,1,0,False
18.82,4.6271360445798395,1,0.7313568022289919,1,0,False
18.83,4.240100587532583,1,0.7120050293766291,1,0,False
18.84,4.753948886434587,1,0.7376974443217293,1,0,False
18.85,4.186307611448884,1,0.7093153805724441,1,0,False
18.86,4.348310239324926,1,0.7174155119662463,1,0,False
18.87,3.1884219372028952,1,0.6594210968601447,1,0,True
18.88,3.491323520745964,1,0.6745661760372983,1,0,True
18.89,2.7718462698757533,1,0.6385923134937876,1,0,True
18.9,2.524413349794611,1,0.6262206674897305,1,0,True
18.91,2.6308555877886395,1,0.6315427793894319,1,0,True
18.92,1.8827676017362625,1,0.5941383800868131,1,0,True
18.93,1.3815971354736196,1,0.569079856773681,1,0,True
18.94,1.1239132500165687,1,0.5561956625008284,1,0,True
18.95,1.0017599799001986,1,0.5500879989950099,1,0,True
18.96,1.635953827482734,1,0.5817976913741367,1,0,True
18.97,1.0849233421407263,1,0.5542461671070363,1,0,True
18.98,1.0841877837735665,1,0.5542093891886783,1,0,True
18.99,0.238167025064153,1,0.5119083512532077,1,0,True
19.0,0.28270771181591875,1,0.514135385590796,1,1,True
19.01,-0.1998948874564448,1,0.4900052556271778,0,1,True
19.02,-0.31016387937414713,1,0.4844918060312926,0,1,True
19.03,-1.0887902078792626,1,0.44556048960603684,0,1,True
19.04,-0.748534448344189,1,0.46257327758279054,0,1,True
19.05,-1.7976911681826937,1,0.4101154415908653,0,1,True
19.06,-1.9390726721467566,1,0.4030463663926621,0,1,True
19.07,-1.370495956166871,1,0.43147520219165647,0,1,True
19.08,-2.7629451220776255,1,0.3618527438961187,0,1,True
19.09,-1.9692657897803212,1,0.40153671051098394,0,1,True
19.1,-3.1033398943721906,1,0.3448330052813905,0,1,True
19.11,-2.5681528255828416,1,0.37159235872085794,0,1,True
19.12,-3.7454008193543427,1,0.31272995903228284,0,1,True
19.13,-3.995174016752448,1,0.30024129916237763,0,1,True
19.14,-3.4968087696596775,1,0.3251595615170161,0,1,True
19.15,-4.2943752266254664,1,0.2852812386687267,0,1,False
19.16,-4.225903145597177,1,0.2887048427201412,0,1,False
19.17,-4.3793883226352515,1,0.2810305838682374,0,1,False
19.18,-5.2144088687028,1,0.23927955656486,0,1,False
19.19,-4.570834966132639,1,0.271458251693368,0,1,False
19.2,-5.6125192659759415,1,0.21937403670120292,0,1,False
19.21,-5.181040839293803,1,0.24094795803530986,0,1,False
19.22,-5.543683020689002,1,0.2228158489655499,0,1,False
19.23,-6.326186857402483,1,0.18369065712987584,0,1,False
19.24,-5.870868315088758,1,0.20645658424556207,0,1,False
19.25,-6.190844879824098,1,0.19045775600879508,0,1,False
19.26,-6.65501228414864,1,0.167249385792568,0,1,False
19.27,-6.689410247675354,1,0.16552948761623232,0,1,False
19.28,-7.307665801106628,1,0.1346167099446686,0,1,False
19.29,-7.406353088751607,1,0.12968234556241964,0,1,False
19.3,-7.041541369850061,1,0.14792293150749694,0,1,False
19.31,-7.096241222674242,1,0.14518793886628792,0,1,False
19.32,-8.168811387754225,1,0.09155943061228874,0,1,False
19.33,-7.200334016704892,1,0.13998329916475538,0,1,False
19.34,-7.636955870318892,1,0.1181522064840554,0,1,False
19.35,-7.736985277664598,1,0.11315073611677011,0,1,False
19.36,-7.589215617948957,1,0.12053921910255214,0,1,False
19.37,-8.72784340294384,1,0.063607829852808,0,1,False
19.38,-7.841389334388147,1,0.10793053328059266,0,1,False
19.39,-8.027652520707168,1,0.09861737396464161,0,1,False
19.4,-9.060670590897047,1,0.04696647045514766,0,1,False
19.41,-8.82979531734146,1,0.058510234132926976,0,1,False
19.42,-8.903535168044682,1,0.0548232415977659,0,1,False
19.43,-8.6276126875962,1,0.06861936562019003,0,1,False
19.44,-8.442245995913222,1,0.07788770020433891,0,1,False
19.45,-8.446100960085376,1,0.0776949519957312,0,1,False
19.46,-9.094923334642225,1,0.04525383326788877,0,1,False
19.47,-8.451177445349616,1,0.07744112773251918,0,1,False
19.48,-8.651769446839133,1,0.06741152765804337,0,1,False
