time_s,ai_v,di,potentiometer,proximity,switch,limit_ok
4.5,8.870954059933773,1,0.9435477029966887,1,0,False
4.51,8.73261742802112,1,0.936630871401056,1,0,False
4.52,8.44527180658986,1,0.9222635903294929,1,0,False
4.53,8.78368860251594,1,0.939184430125797,1,0,False
4.54,9.109755287074133,1,0.9554877643537066,1,0,False
4.55,9.072079068157052,1,0.9536039534078526,1,0,False
4.56,9.326305525017121,1,0.966315276250856,1,0,False
4.57,8.651256409439904,1,0.9325628204719951,1,0,False
4.58,8.387547878109684,1,0.9193773939054843,1,0,False
4.59,8.500763718421524,1,0.9250381859210762,1,0,False
4.6,8.41203288728958,1,0.920601644364479,1,0,False
4.61,8.662497367483072,1,0.9331248683741535,1,0,False
4.62,8.575431056452132,1,0.9287715528226066,1,0,False
4.63,7.848192776881077,1,0.8924096388440539,1,0,False
4.64,8.073173647794935,1,0.9036586823897468,1,0,False
4.65,8.401383989248497,1,0.9200691994624248,1,0,False
4.66,8.112470354677976,1,0.9056235177338987,1,0,False
4.67,7.52441762534134,1,0.876220881267067,1,0,False
4.68,7.319441156150196,1,0.8659720578075099,1,0,False
4.69,7.056181113790496,1,0.8528090556895247,1,0,False
4.7,7.7878052320915465,1,0.8893902616045773,1,0,False
4.71,6.8481128065059815,1,0.8424056403252991,1,0,False
4.72,7.255138498387189,1,0.8627569249193595,1,0,False
4.73,7.329545944499936,1,0.8664772972249967,1,0,False
4.74,6.6560445952627365,1,0.8328022297631368,1,0,False
4.75,6.597946172423719,1,0.8298973086211859,1,0,False
4.76,6.527939139752055,1,0.8263969569876028,1,0,False
4.77,6.519921418670152,1,0.8259960709335076,1,0,False
4.78,6.044256031314607,1,0.8022128015657304,1,0,False
4.79,5.80157982654679,1,0.7900789913273395,1,0,False
4.8,5.83907010267269,1,0.7919535051336345,1,0,False
4.81,5.60262183029076,1,0.780131091514538,1,0,False
4.82,4.566626079363706,1,0.7283313039681854,1,0,False
4.83,4.932369553232308,1,0.7466184776616155,1,0,False
4.84,4.902043457498726,1,0.7451021728749363,1,0,False
4.85,4.652838771369622,1,0.7326419385684811,1,0,False
4.86,3.7815692369190144,1,0.6890784618459508,1,0,True
4.87,3.284378772548129,1,0.6642189386274064,1,0,True
4.88,3.090194020723325,1,0.6545097010361662,1,0,True
4.89,2.7176944732743973,1,0.6358847236637198,1,0,True
4.9,3.054608158402911,1,0.6527304079201455,1,0,True
4.91,2.2236399286654267,1,0.6111819964332714,1,0,True
4.92,2.700126402276578,1,0.6350063201138288,1,0,True
4.93,1.8408449961271611,1,0.5920422498063581,1,0,True
4.94,2.108656525307548,1,0.6054328262653774,1,0,True
4.95,1.0864388564328666,1,0.5543219428216434,1,0,True
4.96,1.1751976875379913,1,0.5587598843768996,1,0,True
4.97,1.1021571484809112,1,0.5551078574240456,1,0,True
4.98,0.3831084290020763,1,0.5191554214501038,1,0,True
4.99,0.7983787882775191,1,0.5399189394138759,1,0,True
5.0,-0.4828207247397388,1,0.47585896376301307,0,1,True
5.01,-0.765018191659715,1,0.46174909041701423,0,1,True
5.02,-0.8574983306614381,1,0.45712508346692815,0,1,True
5.03,-0.8421383753521928,1,0.45789308123239036,0,1,True
5.04,-0.8014724302083333,1,0.45992637848958334,0,1,True
5.05,-1.4793948580236045,1,0.42603025709881975,0,1,True
5.06,-1.63290850792561,1,0.4183545746037195,0,1,True
5.07,-2.07106432662452,1,0.396446783668774,0,1,True
5.08,-2.1116933735810806,1,0.39441533132094597,0,1,True
5.09,-2.778348717605493,1,0.3610825641197254,0,1,True
5.1,-3.1318942868767614,1,0.3434052856561619,0,1,True
5.11,-3.4283161789955794,1,0.328584191050221,0,1,True
5.12,-3.6714778856543844,1,0.31642610571728075,0,1,True
5.13,-3.6719777790866557,1,0.3164011110456672,0,1,True
5.14,-4.238151469468531,1,0.28809242652657346,0,1,False
5.15,-4.30348165881365,1,0.2848259170593175,0,1,False
5.16,-4.396179331569497,1,0.2801910334215251,0,1,False
5.17,-4.734116366087205,1,0.26329418169563973,0,1,False
5.18,-5.079404719217046,1,0.2460297640391477,0,1,False
5.19,-4.706730574941262,1,0.2646634712529369,0,1,False
5.2,-4.731070290447203,1,0.2634464854776398,0,1,False
5.21,-5.765556306534966,1,0.21172218467325168,0,1,False
5.22,-6.146548882855652,1,0.1926725558572174,0,1,False
5.23,-6.262361802749447,1,0.18688190986252767,0,1,False
5.24,-6.440398464571296,1,0.17798007677143518,0,1,False
5.25,-6.550721924212335,1,0.17246390378938323,0,1,False
5.26,-6.565262112233539,1,0.17173689438832307,0,1,False
5.27,-6.355251745826639,1,0.18223741270866806,0,1,False
5.28,-6.510701790015911,1,0.17446491049920443,0,1,False
5.29,-6.571065442226936,1,0.1714467278886532,0,1,False
5.3,-7.184498736722452,1,0.1407750631638774,0,1,False
5.31,-6.87695444958898,1,0.156152277520551,0,1,False
5.32,-8.07327290865089,1,0.09633635456745546,0,1,False
5.33,-8.242044638918253,1,0.08789776805408733,0,1,False
