time_s,ai_v,ai1_v,selected_signal_v,di,di0,di1,potentiometer,proximity,switch,limit_ok
10.7,0.0,0.042,0.0,0,0,0,0.0,0,0,True
10.8,0.0,0.041,0.0,0,0,0,0.0,0,0,True
10.9,0.0,0.04,0.0,0,0,0,0.0,0,0,True
11.0,0.0,0.041,0.0,0,0,0,0.0,0,0,True
11.1,0.0,0.042,0.0,0,0,0,0.0,0,0,True
11.2,0.0,0.038,0.0,0,0,0,0.0,0,0,True
11.3,0.0,0.038,0.0,0,0,0,0.0,0,0,True
11.4,0.0,0.041,0.0,0,0,0,0.0,0,0,True
11.5,0.021,0.043,0.021,0,0,0,0.006,0,0,True
11.6,0.409,0.048,0.409,0,0,0,0.11685714285714285,0,0,True
11.7,0.863,0.057,0.863,0,0,0,0.24657142857142858,0,0,True
11.8,1.268,0.068,1.268,0,0,0,0.36228571428571427,0,0,True
11.9,1.503,0.076,1.503,0,0,0,0.4294285714285714,0,0,True
12.0,1.5,0.075,1.5,0,0,0,0.42857142857142855,0,0,True
12.1,1.502,0.076,1.502,0,0,0,0.42914285714285716,0,0,True
12.2,1.59,0.08,1.59,0,0,0,0.4542857142857143,0,0,True
12.3,1.92,0.089,1.92,0,0,0,0.5485714285714286,0,0,True
12.4,2.402,0.11,2.402,0,0,0,0.6862857142857143,0,0,True
12.5,3.086,0.131,3.086,0,0,0,0.8817142857142857,0,0,True
12.6,3.3,0.148,3.3,0,0,0,0.9428571428571428,0,0,True
12.7,3.3,0.147,3.3,0,0,0,0.9428571428571428,0,0,True
12.8,3.3,0.147,3.3,0,0,0,0.9428571428571428,0,0,True
12.9,3.3,0.146,3.3,0,0,0,0.9428571428571428,0,0,True
13.0,3.3,0.147,3.3,0,0,0,0.9428571428571428,0,0,True
13.1,3.3,0.147,3.3,0,0,0,0.9428571428571428,0,0,True
13.2,3.016,0.128,3.016,0,0,0,0.8617142857142858,0,0,True
13.3,2.468,0.11,2.468,0,0,0,0.7051428571428572,0,0,True
13.4,2.041,0.094,2.041,0,0,0,0.5831428571428571,0,0,True
13.5,1.581,0.077,1.581,0,0,0,0.4517142857142857,0,0,True
13.6,1.306,0.07,1.306,0,0,0,0.37314285714285716,0,0,True
13.7,1.131,0.063,1.131,0,0,0,0.3231428571428571,0,0,True
13.8,1.003,0.06,1.003,0,0,0,0.28657142857142853,0,0,True
13.9,0.939,0.059,0.939,0,0,0,0.2682857142857143,0,0,True
14.0,0.951,0.059,0.951,0,0,0,0.2717142857142857,0,0,True
14.1,1.224,0.063,1.224,0,0,0,0.3497142857142857,0,0,True
14.2,1.675,0.08,1.675,0,0,0,0.4785714285714286,0,0,True
14.3,2.104,0.094,2.104,0,0,0,0.6011428571428572,0,0,True
14.4,2.558,0.112,2.558,0,0,0,0.7308571428571428,0,0,True
14.5,3.086,0.128,3.086,0,0,0,0.8817142857142857,0,0,True
14.6,3.3,0.141,3.3,0,0,0,0.9428571428571428,0,0,True
14.7,3.3,0.144,3.3,0,0,0,0.9428571428571428,0,0,True
14.8,3.3,0.146,3.3,0,0,0,0.9428571428571428,0,0,True
14.9,3.3,0.141,3.3,0,0,0,0.9428571428571428,0,0,True
15.0,3.092,0.127,3.092,0,0,0,0.8834285714285715,0,0,True
15.1,2.524,0.11,2.524,0,0,0,0.7211428571428572,0,0,True
15.2,2.033,0.089,2.033,0,0,0,0.5808571428571428,0,0,True
15.3,1.572,0.074,1.572,0,0,0,0.4491428571428572,0,0,True
15.4,1.252,0.065,1.252,0,0,0,0.3577142857142857,0,0,True
15.5,1.063,0.059,1.063,0,0,0,0.3037142857142857,0,0,True
15.6,0.94,0.057,0.94,0,0,0,0.26857142857142857,0,0,True
