time_s,ai_v,di,potentiometer,proximity,switch,limit_ok
0.8,5.63160061678336,1,0.7815800308391679,1,0,False
0.81,5.123731761800259,1,0.7561865880900129,1,0,False
0.82,4.658879249270038,1,0.7329439624635019,1,0,False
0.83,4.095054108690963,1,0.7047527054345482,1,0,False
0.84,3.7467940315756127,1,0.6873397015787807,1,0,True
0.85,4.216706960824813,1,0.7108353480412406,1,0,False
0.86,4.239141091974883,1,0.7119570545987441,1,0,False
0.87,3.987365530679872,1,0.6993682765339936,1,0,True
0.88,3.1920640541974077,1,0.6596032027098704,1,0,True
0.89,2.70968571102732,1,0.6354842855513659,1,0,True
0.9,3.1395786067004585,1,0.656978930335023,1,0,True
0.91,3.088662633886894,1,0.6544331316943447,1,0,True
0.92,2.2400701748240683,1,0.6120035087412035,1,0,True
0.93,2.242660049159272,1,0.6121330024579636,1,0,True
0.94,1.7030089382323483,1,0.5851504469116173,1,0,True
0.95,1.421662616130786,1,0.5710831308065393,1,0,True
0.96,1.474830823575831,1,0.5737415411787915,1,0,True
0.97,0.30487274572182743,1,0.5152436372860913,1,0,True
0.98,0.5748666793654815,1,0.5287433339682741,1,0,True
0.99,0.667576535500384,1,0.5333788267750192,1,0,True
1.0,0.18307533933269926,1,0.509153766966635,1,1,True
1.01,-0.7632446598133156,1,0.4618377670093342,0,1,True
1.02,-0.8694770283408382,1,0.45652614858295804,0,1,True
1.03,-0.4417954119413864,1,0.47791022940293065,0,1,True
1.04,-0.8660839294657228,1,0.4566958035267138,0,1,True
1.05,-1.118932185096245,1,0.44405339074518774,0,1,True
1.06,-1.803655370300076,1,0.4098172314849962,0,1,True
1.07,-1.6462835500642052,1,0.41768582249678976,0,1,True
1.08,-2.444438832708749,1,0.3777780583645626,0,1,True
1.09,-2.3568590808954304,1,0.3821570459552285,0,1,True
1.1,-3.164526789949444,1,0.3417736605025278,0,1,True
1.11,-3.3229572640180556,1,0.3338521367990972,0,1,True
1.12,-3.4280917764258416,1,0.32859541117870794,0,1,True
1.13,-3.506631280965603,1,0.32466843595171985,0,1,True
1.14,-3.7523725951638287,1,0.31238137024180856,0,1,True
1.15,-3.5216722206950233,1,0.3239163889652488,0,1,True
1.16,-4.084340864941672,1,0.2957829567529164,0,1,False
1.17,-4.731772789878223,1,0.2634113605060889,0,1,False
1.18,-4.9379031264709665,1,0.2531048436764517,0,1,False
1.19,-4.490368925889388,1,0.27548155370553057,0,1,False
1.2,-5.318545520351225,1,0.23407272398243878,0,1,False
1.21,-6.041830423731344,1,0.1979084788134328,0,1,False
1.22,-5.14563629375853,1,0.2427181853120735,0,1,False
1.23,-6.028506519348737,1,0.19857467403256318,0,1,False
1.24,-6.194383064032968,1,0.1902808467983516,0,1,False
1.25,-5.837228666222004,1,0.2081385666888998,0,1,False
1.26,-6.402039474467391,1,0.17989802627663046,0,1,False
1.27,-6.9399523676267725,1,0.15300238161866136,0,1,False
1.28,-7.488315037444264,1,0.12558424812778682,0,1,False
1.29,-7.064707783738041,1,0.14676461081309794,0,1,False
1.3,-7.355563379419111,1,0.13222183102904445,0,1,False
1.31,-6.993877910970045,1,0.15030610445149778,0,1,False
1.32,-7.9147192937487745,1,0.10426403531256127,0,1,False
1.33,-8.230090253374009,1,0.08849548733129957,0,1,False
1.34,-7.2944807456011995,1,0.13527596271994002,0,1,False
1.35,-8.59625172464539,1,0.07018741376773052,0,1,False
1.36,-8.460602880244862,1,0.07696985598775692,0,1,False
1.37,-8.532770452648846,1,0.07336147736755771,0,1,False
1.38,-8.16313535643034,1,0.091843232178483,0,1,False
1.39,-8.255780841863706,1,0.08721095790681473,0,1,False
1.4,-8.191633977064706,1,0.0904183011467647,0,1,False
1.41,-8.264923051971245,1,0.08675384740143777,0,1,False
1.42,-8.213624876584737,1,0.08931875617076317,0,1,False
1.43,-8.369599330048155,1,0.08152003349759225,0,1,False
1.44,-9.175590914950213,1,0.041220454252489346,0,1,False
1.45,-8.606129450550934,1,0.06969352747245328,0,1,False
1.46,-9.067811071732763,1,0.046609446413361864,0,1,False
1.47,-9.215997901948908,1,0.039200104902554586,0,1,False
1.48,-8.69099074454889,1,0.06545046277255553,0,1,False
1.49,-9.19609429982822,1,0.04019528500858902,0,1,False
1.5,-9.351563080710106,1,0.03242184596449471,0,1,False
1.51,-8.666035935261375,1,0.06669820323693125,0,1,False
1.52,-9.027879071548774,1,0.04860604642256128,0,1,False
1.53,-9.046726100830197,1,0.04766369495849014,0,1,False
1.54,-8.464646366112742,1,0.0767676816943629,0,1,False
1.55,-8.419993115106164,1,0.07900034424469178,0,1,False
1.56,-9.139007953309223,1,0.04304960233453885,0,1,False
1.57,-9.11418297669026,1,0.044290851165486964,0,1,False
1.58,-8.733680784130035,1,0.06331596079349824,0,1,False
1.59,-9.002657436518838,1,0.0498671281740581,0,1,False
1.6,-8.291419588311188,1,0.08542902058444062,0,1,False
1.61,-9.036987848787156,1,0.0481506075606422,0,1,False
1.62,-8.645154628541455,1,0.06774226857292724,0,1,False
1.63,-8.263490530395684,1,0.08682547348021581,0,1,False
1.64,-8.674568947580779,1,0.06627155262096104,0,1,False
1.65,-7.50194362408455,1,0.1249028187957725,0,1,False
1.66,-8.047268326543925,1,0.09763658367280374,0,1,False
1.67,-7.36998649407853,1,0.1315006752960735,0,1,False
1.68,-8.128165351105999,1,0.09359173244470007,0,1,False
1.69,-7.913077801066059,1,0.10434610994669705,0,1,False
1.7,-7.176244115151908,1,0.1411877942424046,0,1,False
1.71,-7.352482904304345,1,0.13237585478478273,0,1,False
1.72,-6.475361210380576,1,0.17623193948097118,0,1,False
1.73,-6.921387061078669,1,0.15393064694606653,0,1,False
1.74,-6.180765684228624,1,0.1909617157885688,0,1,False
1.75,-6.352329246158946,1,0.1823835376920527,0,1,False
1.76,-6.282268528463489,1,0.18588657357682553,0,1,False
1.77,-6.016921325876302,1,0.1991539337061849,0,1,False
1.78,-6.255383590222139,1,0.18723082048889306,0,1,False
1.79,-5.510765551714856,1,0.2244617224142572,0,1,False
1.8,-5.429729235938787,1,0.22851353820306067,0,1,False
1.81,-4.638892930283393,1,0.26805535348583037,0,1,False
1.82,-4.970317831676741,1,0.2514841084161629,0,1,False
1.83,-4.421512372976126,1,0.2789243813511937,0,1,False
1.84,-4.116923209638429,1,0.29415383951807855,0,1,False
1.85,-3.9245734489202126,1,0.3037713275539894,0,1,True
1.86,-3.617777767738859,1,0.31911111161305705,0,1,True
1.87,-3.677083677762404,1,0.3161458161118798,0,1,True
1.88,-3.0551542408141765,1,0.3472422879592912,0,1,True
1.89,-2.744208526905659,1,0.36278957365471703,0,1,True
1.9,-2.710975388209637,1,0.36445123058951817,0,1,True
1.91,-2.181985839744642,1,0.3909007080127679,0,1,True
1.92,-2.4638966659181536,1,0.3768051667040923,0,1,True
1.93,-2.105101175715262,1,0.39474494121423687,0,1,True
1.94,-1.7502350914750133,1,0.4124882454262494,0,1,True
1.95,-1.5435710976124088,1,0.4228214451193796,0,1,True
1.96,-0.9726088882630808,1,0.451369555586846,0,1,True
1.97,-1.3646170279292318,1,0.43176914860353843,0,1,True
1.98,-0.27378997317616727,1,0.4863105013411916,0,1,True
1.99,-0.5239095437479212,1,0.47380452281260393,0,1,True
2.0,0.2594713839766257,1,0.5129735691988313,1,0,True
2.01,0.6642194239589045,1,0.5332109711979452,1,0,True
2.02,0.2245492197318878,1,0.5112274609865943,1,0,True
2.03,0.9064196005456908,1,0.5453209800272846,1,0,True
2.04,1.222657389741583,1,0.5611328694870792,1,0,True
2.05,0.9818798912283986,1,0.5490939945614199,1,0,True
2.06,1.899851398557675,1,0.5949925699278837,1,0,True
2.07,2.3407744773560366,1,0.6170387238678019,1,0,True
2.08,1.748982978785226,1,0.5874491489392613,1,0,True
2.09,1.9572595618896318,1,0.5978629780944816,1,0,True
2.1,3.1894545965562973,1,0.6594727298278149,1,0,True
2.11,3.2101832173352216,1,0.660509160866761,1,0,True
2.12,3.2192200306519165,1,0.6609610015325958,1,0,True
2.13,3.5676399310677738,1,0.6783819965533887,1,0,True
2.14,4.062217122446734,1,0.7031108561223367,1,0,False
2.15,3.5811952669958487,1,0.6790597633497925,1,0,True
2.16,4.856320150410762,1,0.7428160075205381,1,0,False
2.17,4.701598828073971,1,0.7350799414036986,1,0,False
2.18,4.361268928885411,1,0.7180634464442706,1,0,False
2.19,4.536415765511509,1,0.7268207882755755,1,0,False
2.2,5.177691351144141,1,0.758884567557207,1,0,False
2.21,5.759772882849521,1,0.787988644142476,1,0,False
2.22,5.4720447873387865,1,0.7736022393669393,1,0,False
2.23,5.662103957146642,1,0.783105197857332,1,0,False
2.24,6.036847506125917,1,0.8018423753062958,1,0,False
2.25,6.316056070417585,1,0.8158028035208792,1,0,False
2.26,6.140822419226112,1,0.8070411209613055,1,0,False
2.27,6.574599715390646,1,0.8287299857695324,1,0,False
2.28,7.2732125684256514,1,0.8636606284212827,1,0,False
2.29,7.547074806804103,1,0.8773537403402052,1,0,False
2.3,6.920316383930682,1,0.8460158191965341,1,0,False
2.31,7.489673947245897,1,0.8744836973622949,1,0,False
2.32,7.205324592743193,1,0.8602662296371596,1,0,False
2.33,8.300449514241516,1,0.9150224757120757,1,0,False
2.34,8.034216533028188,1,0.9017108266514093,1,0,False
2.35,8.24220128653263,1,0.9121100643266316,1,0,False
2.36,8.5275712149071,1,0.926378560745355,1,0,False
2.37,8.664554633590459,1,0.933227731679523,1,0,False
2.38,8.503508235085286,1,0.9251754117542642,1,0,False
2.39,8.754938802620266,1,0.9377469401310133,1,0,False
2.4,8.79486445879878,1,0.9397432229399391,1,0,False
2.41,8.800846317421776,1,0.9400423158710888,1,0,False
2.42,8.673348279626307,1,0.9336674139813154,1,0,False
2.43,9.264861144196844,1,0.9632430572098422,1,0,False
2.44,8.771330122552559,1,0.9385665061276279,1,0,False
2.45,9.316988468616723,1,0.965849423430836,1,0,False
2.46,8.522015966469407,1,0.9261007983234704,1,0,False
2.47,8.479081983205251,1,0.9239540991602626,1,0,False
2.48,8.929566676537224,1,0.9464783338268612,1,0,False
2.49,9.238173668413506,1,0.9619086834206753,1,0,False
2.5,8.901383581617685,1,0.9450691790808843,1,0,False
2.51,8.68339463214276,1,0.9341697316071379,1,0,False
2.52,9.297826686739628,1,0.9648913343369813,1,0,False
2.53,8.71817282502622,1,0.9359086412513111,1,0,False
2.54,9.487675962040827,1,0.9743837981020412,1,0,False
2.55,8.367139449503567,1,0.9183569724751784,1,0,False
2.56,8.900313875577371,1,0.9450156937788685,1,0,False
2.57,8.540922299899302,1,0.927046114994965,1,0,False
2.58,9.031232821890875,1,0.9515616410945438,1,0,False
2.59,8.179089523812793,1,0.9089544761906396,1,0,False
2.6,8.361649430014213,1,0.9180824715007105,1,0,False
2.61,8.351960325222057,1,0.9175980162611029,1,0,False
2.62,8.331060494908218,1,0.9165530247454109,1,0,False
2.63,8.345640257045662,1,0.9172820128522832,1,0,False
2.64,8.533452939083231,1,0.9266726469541616,1,0,False
2.65,7.9614158892218665,1,0.8980707944610934,1,0,False
2.66,7.3876375251666,1,0.86938187625833,1,0,False
2.67,7.3052336543296645,1,0.8652616827164833,1,0,False
2.68,7.996035705213282,1,0.899801785260664,1,0,False
2.69,7.844784500890144,1,0.8922392250445071,1,0,False
2.7,7.276313127144322,1,0.863815656357216,1,0,False
2.71,6.527896408600444,1,0.8263948204300222,1,0,False
2.72,6.831903713819014,1,0.8415951856909507,1,0,False
2.73,7.235721223318591,1,0.8617860611659296,1,0,False
2.74,6.249700706061872,1,0.8124850353030937,1,0,False
2.75,6.622098722196448,1,0.8311049361098224,1,0,False
2.76,6.554185054756167,1,0.8277092527378084,1,0,False
2.77,5.613313822902844,1,0.7806656911451422,1,0,False
2.78,5.719311206874167,1,0.7859655603437083,1,0,False
2.79,5.472138038728858,1,0.7736069019364429,1,0,False
2.8,5.26935570582489,1,0.7634677852912445,1,0,False
2.81,5.291724294045974,1,0.7645862147022987,1,0,False
2.82,4.283471076830015,1,0.7141735538415007,1,0,False
