time_s,ai_v,ai1_v,selected_signal_v,di,di0,di1,potentiometer,proximity,switch,limit_ok
0.4,9.021803607108769,,9.021803607108769,1,,,0.9510901803554385,1,0,False
0.41,8.088520796400859,,8.088520796400859,1,,,0.9044260398200429,1,0,False
0.42,8.669267723675338,,8.669267723675338,1,,,0.933463386183767,1,0,False
0.43,8.752015838373769,,8.752015838373769,1,,,0.9376007919186884,1,0,False
0.44,8.87105547347206,,8.87105547347206,1,,,0.9435527736736031,1,0,False
0.45,8.816841093283333,,8.816841093283333,1,,,0.9408420546641667,1,0,False
0.46,9.200759464292295,,9.200759464292295,1,,,0.9600379732146148,1,0,False
0.47,9.422483693938247,,9.422483693938247,1,,,0.9711241846969123,1,0,False
0.48,9.098477151436176,,9.098477151436176,1,,,0.9549238575718089,1,0,False
0.49,9.325247624225742,,9.325247624225742,1,,,0.9662623812112872,1,0,False
0.5,9.100131164032412,,9.100131164032412,1,,,0.9550065582016206,1,0,False
0.51,9.54813172558812,,9.54813172558812,1,,,0.977406586279406,1,0,False
0.52,8.399411863106412,,8.399411863106412,1,,,0.9199705931553206,1,0,False
0.53,8.700460528895107,,8.700460528895107,1,,,0.9350230264447553,1,0,False
0.54,8.851710531377927,,8.851710531377927,1,,,0.9425855265688963,1,0,False
0.55,9.325313413184778,,9.325313413184778,1,,,0.966265670659239,1,0,False
0.56,9.301112948733223,,9.301112948733223,1,,,0.9650556474366612,1,0,False
0.57,9.301416651021851,,9.301416651021851,1,,,0.9650708325510926,1,0,False
0.58,8.176812978452563,,8.176812978452563,1,,,0.9088406489226282,1,0,False
0.59,8.336647980803743,,8.336647980803743,1,,,0.9168323990401872,1,0,False
0.6,9.125281025805817,,9.125281025805817,1,,,0.9562640512902909,1,0,False
0.61,8.191072343104384,,8.191072343104384,1,,,0.9095536171552192,1,0,False
0.62,8.952528213956107,,8.952528213956107,1,,,0.9476264106978054,1,0,False
0.63,7.67792735198204,,7.67792735198204,1,,,0.8838963675991021,1,0,False
0.64,8.251517587023127,,8.251517587023127,1,,,0.9125758793511564,1,0,False
0.65,8.220511797737622,,8.220511797737622,1,,,0.9110255898868811,1,0,False
0.66,7.330363010559714,,7.330363010559714,1,,,0.8665181505279858,1,0,False
0.67,7.6869671070694405,,7.6869671070694405,1,,,0.8843483553534721,1,0,False
0.68,7.157765546046705,,7.157765546046705,1,,,0.8578882773023352,1,0,False
0.69,7.318257240978214,,7.318257240978214,1,,,0.8659128620489106,1,0,False
0.7,7.339467569277464,,7.339467569277464,1,,,0.8669733784638731,1,0,False
0.71,7.070890792460078,,7.070890792460078,1,,,0.8535445396230038,1,0,False
0.72,7.083507184986228,,7.083507184986228,1,,,0.8541753592493114,1,0,False
0.73,7.25527675948315,,7.25527675948315,1,,,0.8627638379741576,1,0,False
0.74,6.793613159501573,,6.793613159501573,1,,,0.8396806579750787,1,0,False
0.75,6.377446942190223,,6.377446942190223,1,,,0.8188723471095111,1,0,False
0.76,6.081961519980862,,6.081961519980862,1,,,0.804098075999043,1,0,False
0.77,6.431064744964955,,6.431064744964955,1,,,0.8215532372482478,1,0,False
0.78,5.640063083606435,,5.640063083606435,1,,,0.7820031541803217,1,0,False
0.79,5.240335312915141,,5.240335312915141,1,,,0.762016765645757,1,0,False
0.8,5.263439793357935,,5.263439793357935,1,,,0.7631719896678968,1,0,False
0.81,5.284368882532654,,5.284368882532654,1,,,0.7642184441266326,1,0,False
0.82,4.979141860547789,,4.979141860547789,1,,,0.7489570930273894,1,0,False
0.83,4.588555779216287,,4.588555779216287,1,,,0.7294277889608144,1,0,False
0.84,4.911528374108304,,4.911528374108304,1,,,0.7455764187054152,1,0,False
0.85,3.7521374267896697,,3.7521374267896697,1,,,0.6876068713394835,1,0,True
0.86,4.377263932734712,,4.377263932734712,1,,,0.7188631966367356,1,0,False
0.87,3.0360014049061648,,3.0360014049061648,1,,,0.6518000702453082,1,0,True
0.88,3.7757063321672453,,3.7757063321672453,1,,,0.6887853166083623,1,0,True
0.89,3.646438210693283,,3.646438210693283,1,,,0.6823219105346642,1,0,True
0.9,3.2468811944571128,,3.2468811944571128,1,,,0.6623440597228557,1,0,True
