time_s,ai_v,di,potentiometer,proximity,switch,limit_ok
6.6,8.750201006169842,1,0.9375100503084921,1,0,False
6.61,8.866104740027977,1,0.9433052370013989,1,0,False
6.62,8.62645780773461,1,0.9313228903867306,1,0,False
6.63,8.842870295518555,1,0.9421435147759277,1,0,False
6.64,8.717063772108677,1,0.9358531886054339,1,0,False
6.65,7.550872558986531,1,0.8775436279493265,1,0,False
6.66,8.287005645741331,1,0.9143502822870666,1,0,False
6.67,7.562984112097606,1,0.8781492056048803,1,0,False
6.68,7.08657385421526,1,0.854328692710763,1,0,False
6.69,7.521318768981476,1,0.8760659384490739,1,0,False
6.7,7.613181569871019,1,0.8806590784935509,1,0,False
6.71,6.596802643432821,1,0.829840132171641,1,0,False
6.72,7.404384133594536,1,0.8702192066797269,1,0,False
6.73,7.317905770163656,1,0.8658952885081828,1,0,False
6.74,6.58975632551111,1,0.8294878162755556,1,0,False
6.75,6.862936498744187,1,0.8431468249372094,1,0,False
6.76,5.791241375854151,1,0.7895620687927075,1,0,False
6.77,5.661063527299465,1,0.7830531763649733,1,0,False
6.78,6.186437854511807,1,0.8093218927255904,1,0,False
6.79,5.781207195496027,1,0.7890603597748014,1,0,False
6.8,5.293715544770432,1,0.7646857772385216,1,0,False
6.81,4.722971447264669,1,0.7361485723632335,1,0,False
6.82,4.731998071664793,1,0.7365999035832397,1,0,False
6.83,3.9991831569524066,1,0.6999591578476203,1,0,True
6.84,4.2358193015786405,1,0.711790965078932,1,0,False
6.85,3.6729066569380873,1,0.6836453328469043,1,0,True
6.86,4.048765157962581,1,0.7024382578981291,1,0,False
6.87,3.744396442278765,1,0.6872198221139383,1,0,True
6.88,3.0611401966857406,1,0.653057009834287,1,0,True
6.89,3.1079451313054416,1,0.6553972565652721,1,0,True
6.9,2.39125604349247,1,0.6195628021746236,1,0,True
6.91,2.415406020912884,1,0.6207703010456441,1,0,True
6.92,2.807066070013315,1,0.6403533035006658,1,0,True
6.93,1.7935957976355739,1,0.5896797898817787,1,0,True
6.94,1.2673450547214855,1,0.5633672527360742,1,0,True
6.95,1.5959835147197594,1,0.5797991757359879,1,0,True
6.96,0.8158520971717299,1,0.5407926048585865,1,0,True
6.97,0.8607753361344426,1,0.5430387668067221,1,0,True
6.98,0.019383426320877417,1,0.5009691713160438,1,0,True
6.99,0.45160356149708214,1,0.5225801780748541,1,0,True
7.0,-0.14045860588424092,1,0.4929770697057879,0,1,True
7.01,0.1996071016446942,1,0.5099803550822347,1,1,True
7.02,-1.1412311819632648,1,0.44293844090183676,0,1,True
7.03,-0.3081501877976843,1,0.4845924906101158,0,1,True
7.04,-1.6584984712953967,1,0.4170750764352301,0,1,True
7.05,-1.0392559620120263,1,0.44803720189939866,0,1,True
7.06,-1.2686926464863948,1,0.43656536767568027,0,1,True
7.07,-1.5058185129022328,1,0.42470907435488836,0,1,True
7.08,-2.430091458687295,1,0.3784954270656352,0,1,True
7.09,-2.9677078028983157,1,0.3516146098550842,0,1,True
7.1,-2.461784890102482,1,0.3769107554948759,0,1,True
7.11,-2.794068936493859,1,0.360296553175307,0,1,True
7.12,-3.2031296259171853,1,0.33984351870414076,0,1,True
7.13,-3.0686877832736523,1,0.3465656108363174,0,1,True
7.14,-3.5765626236803474,1,0.32117186881598264,0,1,True
7.15,-3.8295084257792453,1,0.3085245787110377,0,1,True
7.16,-4.750204204653007,1,0.26248978976734966,0,1,False
7.17,-4.171080253350421,1,0.29144598733247895,0,1,False
7.18,-5.412659346509713,1,0.22936703267451436,0,1,False
7.19,-5.655205291784576,1,0.2172397354107712,0,1,False
7.2,-5.158226116455693,1,0.24208869417721535,0,1,False
7.21,-5.045250089231685,1,0.24773749553841573,0,1,False
7.22,-5.275691683888358,1,0.2362154158055821,0,1,False
7.23,-5.604387278121305,1,0.21978063609393478,0,1,False
7.24,-5.629396448806853,1,0.21853017755965737,0,1,False
7.25,-5.872186542694347,1,0.20639067286528262,0,1,False
7.26,-6.304777365087657,1,0.18476113174561717,0,1,False
